Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,yac_pr
5,Antonio Brown,,,WR1,5.0,,,6.0,,5.0,5.2,00-0027793,WR,2017,1.0,29,2010,0.8957142857142858,154.19786,0.102,195.0,1.0,4.762376237623762
8,DeAndre Hopkins,BAL,10,WR2,9.0,,,10.0,,8.0,8.8,00-0030564,WR,2017,1.0,25,2013,0.982,58.58839,0.09699999999999999,27.0,13.6,3.7395833333333335
11,Odell Beckham Jr.,,,WR3,10.0,,,12.0,,11.0,11.0,00-0031235,WR,2017,0.8153846153846154,24,2014,0.7575000000000001,80.73999,0.102,12.0,18.8,2.6
13,Julio Jones,,,WR4,8.0,,,14.0,,13.0,12.6,00-0027944,WR,2017,0.9523809523809523,28,2011,0.7550000000000001,115.47463,0.099,6.0,23.2,5.5227272727272725
16,Michael Thomas,,,WR5,17.0,,,16.0,,14.0,15.8,00-0032765,WR,2017,1.0,24,2016,0.82125,37.89329,0.008,47.0,10.1,4.086538461538462
17,Keenan Allen,LAC,8,WR6,15.0,,,17.0,,16.0,16.4,00-0030279,WR,2017,0.6891891891891891,25,2013,0.8443750000000001,98.21983,0.07200000000000001,76.0,7.0,4.911764705882353
18,Davante Adams,LAR,12,WR7,21.0,,,19.0,,18.0,18.8,00-0031381,WR,2017,1.0,24,2014,0.8528571428571429,62.382256,0.087,53.0,9.3,4.5675675675675675
20,A.J. Green ,,,WR8,19.0,,,21.0,,19.0,20.2,00-0027942,WR,2017,0.9914529914529915,29,2011,0.87125,73.192665,0.105,4.0,25.8,3.96
22,Mike Evans,TB,5,WR9,23.0,,,24.0,,21.0,23.4,00-0031408,WR,2017,0.9848484848484849,24,2014,0.866,37.346855,0.09300000000000001,7.0,22.2,1.8873239436619718
27,Tyreek Hill,MIA,11,WR10,31.0,,,25.0,,28.0,26.8,00-0033040,WR,2017,1.0,23,2016,0.8106666666666665,72.37553,0.004,165.0,2.1,6.066666666666666
29,T.Y. Hilton,,,WR11,29.0,,,27.0,,30.0,28.2,00-0029608,WR,2017,1.0,27,2012,0.8999999999999999,98.706,0.091,92.0,5.8,5.333333333333333
30,Stefon Diggs,NE,11,WR12,32.0,,,32.0,,31.0,29.8,00-0031588,WR,2017,1.0,23,2015,0.8049999999999999,91.00417,0.081,146.0,2.9,4.65625
31,Adam Thielen,CAR,4,WR13,34.0,,,29.0,,27.0,31.8,00-0030035,WR,2017,1.0,27,2013,0.925625,61.80296,0.028999999999999998,,0.0,4.912087912087912
32,Larry Fitzgerald,,,WR14,30.0,,,37.0,,32.0,33.6,00-0022921,WR,2017,1.0,34,2004,0.95375,82.10987,0.066,3.0,27.6,3.743119266055046
34,Amari Cooper,,,WR15,36.0,,,35.0,,37.0,34.6,00-0031544,WR,2017,1.0,23,2015,0.8099999999999999,125.64132,0.04,4.0,25.8,6.104166666666667
36,Doug Baldwin,,,WR16,39.0,,,39.0,,29.0,37.0,00-0028434,WR,2017,1.0,28,2011,-1.0,56.627956,0.07400000000000001,,0.0,3.6533333333333333
38,Jarvis Landry,,,WR17,40.0,,,36.0,,45.0,38.4,00-0031382,WR,2017,1.0,24,2014,0.894375,30.148,0.09,63.0,8.2,4.446428571428571
41,Demaryius Thomas ,,,WR18,38.0,,,45.0,,38.0,43.2,00-0027874,WR,2017,1.0,29,2010,0.7875,42.747623,0.098,22.0,14.9,3.602409638554217
43,JuJu Smith-Schuster,KC,12,WR19,51.0,,,42.0,,47.0,44.0,00-0033857,WR,2017,0.9375,20,2017,0.7471428571428571,92.78744,0.006,62.0,8.3,7.413793103448276
44,Brandin Cooks,NO,6,WR20,47.0,,,44.0,,39.0,45.4,00-0031236,WR,2017,0.8166666666666667,23,2014,0.92875,67.70599,0.091,20.0,15.5,3.4923076923076923
45,Golden Tate,,,WR21,45.0,,,43.0,,42.0,45.8,00-0027891,WR,2017,1.0,29,2010,0.76125,56.35296,0.047,60.0,8.5,6.663043478260869
49,Allen Robinson,II,,WR22,41.0,,,51.0,,44.0,48.0,00-0031428,WR,2017,0.5666666666666667,24,2014,0.05,,0.079,61.0,8.4,2.0
50,Josh Gordon ,,,WR23,49.0,,,52.0,,43.0,48.6,00-0029664,WR,2017,0.7538461538461538,26,2012,-1.0,24.339998,0.004,1.0,34.6,6.833333333333333
54,Marvin Jones Jr. ,,,WR24,55.0,,,53.0,,51.0,54.8,00-0029293,WR,2017,0.9325842696629213,27,2012,0.9625,62.178295,0.052000000000000005,166.0,2.0,3.19672131147541
55,Chris Hogan,,,WR25,54.0,,,54.0,,73.0,55.0,00-0028237,WR,2017,1.0,29,2011,0.9055555555555556,68.95444,0.026000000000000002,,0.0,5.029411764705882
60,Corey Davis,,,WR26,70.0,,,60.0,,65.0,63.6,00-0033871,WR,2017,1.0,22,2017,0.730909090909091,20.57,0.038,5.0,24.3,2.9705882352941178
62,Michael Crabtree,,,WR27,61.0,,,71.0,,58.0,66.4,00-0026986,WR,2017,0.9925373134328358,29,2009,0.6664285714285715,79.61808,0.04,10.0,19.9,3.2758620689655173
64,Marquise Goodwin,,,WR28,67.0,,,55.0,,95.0,67.0,00-0030068,WR,2017,0.9166666666666666,26,2013,0.708125,39.5585,0.038,78.0,6.9,3.5357142857142856
65,Emmanuel Sanders ,,,WR29,63.0,,,67.0,,71.0,67.0,00-0027685,WR,2017,1.0,30,2010,0.7491666666666666,52.651745,0.071,82.0,6.5,3.5531914893617023
69,Julian Edelman ,,,WR30,91.0,,,70.0,,66.0,72.2,00-0027150,WR,2017,0.8027210884353742,31,2009,-1.0,--,0.033,232.0,0.0,--
71,Alshon Jeffery,,,WR31,88.0,,,83.0,,50.0,73.4,00-0029137,WR,2017,0.8383838383838383,27,2012,0.811875,50.642628,0.078,45.0,10.4,3.56140350877193
75,William Fuller V ,,,WR32,92.0,,,63.0,,80.0,79.8,00-0033127,WR,2017,1.0,23,2016,0.786,85.69067,0.016,21.0,15.2,3.5357142857142856
76,Sammy Watkins,,,WR33,74.0,,,94.0,,63.0,80.2,00-0031325,WR,2017,0.8939393939393939,24,2014,0.8039999999999999,53.409813,0.09,4.0,25.8,4.743589743589744
78,Robert Woods,PIT,7,WR34,64.0,,,93.0,,68.0,82.4,00-0030431,WR,2017,0.8148148148148148,25,2013,0.8208333333333333,91.257195,0.040999999999999995,41.0,11.0,5.428571428571429
80,Devin Funchess,,,WR35,77.0,,,92.0,,67.0,82.8,00-0032055,WR,2017,0.9795918367346939,23,2015,0.79,55.8065,0.01,41.0,11.0,4.698412698412699
83,Cooper Kupp,SEA,7,WR36,89.0,,,91.0,,85.0,85.0,00-0033908,WR,2017,1.0,24,2017,0.7593333333333333,36.030666,0.006,69.0,7.6,5.870967741935484
88,Jamison Crowder,,,WR37,102.0,,,74.0,,84.0,88.4,00-0031941,WR,2017,1.0,24,2015,0.7133333333333333,52.12981,0.005,105.0,5.0,5.606060606060606
89,Robbie Chosen,SF,11,WR38,83.0,,,89.0,,98.0,89.8,00-0032688,WR,2017,1.0,24,2016,0.7831250000000001,67.37066,0.003,,0.0,4.333333333333333
92,Pierre Garcon ,,,WR39,86.0,,,87.0,,74.0,92.6,00-0026345,WR,2017,0.9470198675496688,31,2008,0.785,35.65429,0.057,205.0,0.7,4.75
93,Jordy Nelson,,,WR40,100.0,,,101.0,,87.0,93.2,00-0026176,WR,2017,1.0,32,2008,0.8320000000000001,54.326153,0.04,36.0,11.8,2.4150943396226414
96,Randall Cobb,,,WR41,101.0,,,103.0,,91.0,99.4,00-0028002,WR,2017,1.0,27,2011,0.7573333333333334,29.373625,0.07,64.0,8.1,6.242424242424242
98,Nelson Agholor,,,WR42,110.0,,,104.0,,96.0,102.0,00-0031549,WR,2017,1.0,24,2015,0.7106250000000001,53.093624,0.016,20.0,15.5,4.854838709677419
101,Sterling Shepard,TB,5,WR43,93.0,,,114.0,,100.0,105.6,00-0032385,WR,2017,1.0,24,2016,0.9000000000000002,97.96054,0.01,40.0,11.1,5.0
109,Kelvin Benjamin,,,WR44,109.0,,,112.0,,105.0,113.8,00-0031359,WR,2017,1.0,26,2014,0.6435714285714286,28.400932,0.004,28.0,13.4,2.9574468085106385
110,Kenny Stills,,,WR45,123.0,,,117.0,,118.0,115.8,00-0030085,WR,2017,1.0,25,2013,0.906875,70.00962,0.048,144.0,3.0,2.7413793103448274
115,DeVante Parker,,,WR46,151.0,,,116.0,,89.0,125.2,00-0031547,WR,2017,1.0,24,2015,0.8092307692307692,35.40167,0.019,14.0,17.8,3.6315789473684212
116,Allen Hurns,,,WR47,128.0,,,118.0,,113.0,125.2,00-0030821,WR,2017,1.0,25,2014,-1.0,25.471558,0.031,,0.0,4.487179487179487
123,Calvin Ridley,TEN,8,WR48,158.0,,,135.0,,128.0,135.6,00-0034837,WR,2017,--,22,2018,-1.0,--,0.015,26.0,13.9,--
125,Keelan Cole Sr.,,,WR49,133.0,,,136.0,,181.0,136.4,00-0033681,WR,2017,1.0,24,2017,0.6625,69.92799,0.003,,0.0,7.119047619047619
127,Ty Montgomery,II,,RB46,154.0,,,131.0,,109.0,137.2,00-0032200,WR,2017,0.574468085106383,24,2015,0.48,88.68857,0.005,94.0,5.7,9.347826086956522
132,DJ Moore,CHI,5,WR50,178.0,,,123.0,,122.0,139.0,00-0034827,WR,2017,--,20,2018,-1.0,--,0.016,24.0,14.4,--
138,Michael Gallup,WAS,4,WR51,157.0,,,121.0,,158.0,144.2,00-0034764,WR,2017,--,21,2018,-1.0,--,0.005,81.0,6.6,--
139,Kenny Golladay,,,WR52,150.0,,,152.0,,139.0,144.6,00-0033932,WR,2017,1.0,23,2017,0.6790909090909091,34.452,0.005,96.0,5.5,6.464285714285714
142,Josh Doctson,,,WR53,126.0,,,151.0,,147.0,148.2,00-0032760,WR,2017,0.6875,24,2016,0.748125,14.81981,0.016,22.0,14.9,3.742857142857143
143,Tyler Lockett,TEN,8,WR54,140.0,,,168.0,,155.0,150.0,00-0032211,WR,2017,0.9795918367346939,24,2015,0.644375,35.43296,0.06,69.0,7.6,4.177777777777778
145,Cameron Meredith ,,,WR55,177.0,,,125.0,,135.0,153.0,00-0031912,WR,2017,0.673469387755102,24,2015,-1.0,--,0.027000000000000003,,0.0,--
151,Anthony Miller,BAL,10,WR56,185.0,,,166.0,,170.0,166.0,00-0034353,WR,2017,--,22,2018,-1.0,--,0.008,51.0,9.6,--
152,Chris Godwin,TB,5,WR57,176.0,,,155.0,,191.0,166.6,00-0033921,WR,2017,1.0,21,2017,0.405,42.253815,0.005,84.0,6.4,4.970588235294118
154,Mike Williams,,,WR58,162.0,,,122.0,,372.0,177.2,00-0033536,WR,2017,1.0,22,2017,0.347,8.021945,0.03,7.0,22.2,1.0
155,John Brown,,,WR59,188.0,,,154.0,,234.0,173.2,00-0031051,WR,2017,1.0,27,2014,0.718,20.794333,0.027999999999999997,91.0,5.9,2.8095238095238093
164,John Ross,,,WR60,141.0,,,191.0,,246.0,180.2,00-0033460,WR,2017,0.75,21,2017,0.1033333333333333,0.21333334,0.026000000000000002,9.0,20.6,0
168,Danny Amendola,,,WR61,149.0,,,225.0,,193.0,187.6,00-0026035,WR,2017,0.9635036496350365,31,2008,0.5393333333333334,31.836859,0.034,,0.0,3.442622950819672
170,Courtland Sutton,DEN,10,WR62,180.0,,,216.0,,215.0,194.4,00-0034348,WR,2017,--,21,2018,-1.0,--,0.01,40.0,11.1,--
172,Mohamed Sanu Sr.,,,WR63,130.0,,,204.0,,149.0,158.0,00-0029632,WR,2017,0.8645833333333334,28,2012,0.7873333333333333,31.937706,0.042,83.0,6.5,3.656716417910448
174,Dez Bryant ,,,WR64,173.0,,,189.0,,115.0,161.5,00-0027902,WR,2017,0.7751937984496124,28,2010,0.839375,25.776,0.006999999999999999,24.0,14.4,3.8550724637681157
175,Rishard Matthews,,,WR65,175.0,,,186.0,,125.0,163.3,00-0029580,WR,2017,0.8383838383838383,27,2012,0.8228571428571427,44.196484,0.044000000000000004,227.0,0.0,5.226415094339623
179,DeSean Jackson,,,WR66,184.0,,,192.0,,136.0,168.3,00-0026189,WR,2017,0.9178082191780822,30,2008,0.6464285714285715,23.933846,0.067,49.0,9.8,3.82
180,Dede Westbrook,,,WR67,,,,148.0,,184.0,168.5,00-0033839,WR,2017,0.4375,23,2017,0.7800000000000001,35.086193,0.005,110.0,4.7,3.6666666666666665
183,Paul Richardson Jr. ,,,WR68,142.0,,,172.0,,154.0,171.3,00-0031257,WR,2017,0.5961538461538461,25,2014,0.773125,44.139294,0.045,45.0,10.4,2.840909090909091
194,Geronimo Allison ,,,WR69,,,,207.0,,217.0,190.8,00-0032626,WR,2017,0.9629629629629629,23,2016,0.34,27.73291,0.004,,0.0,5.173913043478261
198,Marqise Lee ,,,WR70,,,,203.0,,107.0,156.0,00-0031431,WR,2017,1.0,25,2014,0.7521428571428572,49.175255,0.048,39.0,11.3,5.160714285714286
206,Tyrell Williams,,,WR71,,,,198.0,,179.0,183.0,00-0032160,WR,2017,1.0,25,2015,0.8025,49.050503,0.016,,0.0,7.441860465116279
210,Ted Ginn Jr.,,,WR72,,,,247.0,,163.0,187.7,00-0025396,WR,2017,1.0,32,2007,0.6353333333333334,37.991142,0.022000000000000002,9.0,20.6,5.69811320754717
212,Mike Wallace ,,,WR73,186.0,,,240.0,,218.0,227.8,00-0026901,WR,2017,0.8933333333333333,31,2009,0.6959999999999998,36.086,0.011000000000000001,84.0,6.4,3.019230769230769
213,Christian Kirk,HU,10 O,WR74,,,,214.0,,171.0,189.0,00-0034775,WR,2017,--,20,2018,-1.0,--,0.008,47.0,10.1,--
214,Martavis Bryant ,,,WR75,,,,205.0,,140.0,190.3,00-0031373,WR,2017,1.0,25,2014,0.6506666666666667,23.115236,0.011000000000000001,118.0,4.2,3.4
227,Donte Moncrief,,,WR76,,,,235.0,,205.0,220.3,00-0031339,WR,2017,1.0,24,2014,0.7916666666666666,17.700228,0.054000000000000006,90.0,5.9,3.0384615384615383
229,James Washington,,,WR77,,,,239.0,,228.0,227.7,00-0034676,WR,2017,--,21,2018,-1.0,--,0.006,60.0,8.5,--
233,Terrance Williams,,,WR78,,,,256.0,,229.0,234.3,00-0030542,WR,2017,1.0,27,2013,0.645,28.270624,0.025,74.0,7.2,4.339622641509434
236,Taywan Taylor,,,WR79,,,,231.0,,251.0,240.7,00-0033911,WR,2017,1.0,22,2017,0.2487499999999999,14.905168,0.006,72.0,7.4,3.375
237,Quincy Enunwa,,,WR80,,,,229.0,,237.0,242.3,00-0031023,WR,2017,0.6521739130434783,25,2014,-1.0,--,0.051,209.0,0.6,--
240,Tre'Quan Smith,,,WR81,,,,234.0,,253.0,246.7,00-0034765,WR,2017,--,21,2018,-1.0,--,0.005,91.0,5.9,--
242,Cole Beasley,,,WR82,,,,264.0,,231.0,248.0,00-0029000,WR,2017,1.0,28,2012,0.574,28.567808,0.024,,0.0,3.4722222222222223
243,Phillip Dorsett II,LV,,WR83,,,,213.0,,267.0,248.3,00-0032208,WR,2017,1.0,24,2015,0.3533333333333333,10.6125,0.008,29.0,13.2,5.666666666666667
248,Terrelle Pryor Sr.,,,WR84,,,,254.0,,213.0,255.7,00-0028825,WR,2017,0.926829268292683,28,2011,-1.0,28.117144,0.025,1.0,34.6,2.9
253,Brandon Marshall,,,WR85,,,,242.0,,248.0,259.0,00-0024334,WR,2017,0.831081081081081,33,2006,0.7759999999999999,31.487003,0.006,119.0,4.2,2.1666666666666665
258,Dante Pettis,N,6 O,WR86,,,,276.0,,250.0,265.3,00-0034860,WR,2017,--,21,2018,-1.0,--,0.009000000000000001,44.0,10.5,--
259,Jermaine Kearse,,,WR87,,,,310.0,,206.0,265.7,00-0029159,WR,2017,1.0,27,2012,-1.0,49.96,0.028999999999999998,,0.0,4.538461538461538
261,Pharoh Cooper,,,WR88,,,,,,112.0,112.0,00-0033111,WR,2017,1.0,22,2016,0.19625,3.9505453,0.005,117.0,4.3,4.909090909090909
264,Tavon Austin,,,WR89,,,,315.0,,209.0,275.0,00-0030525,WR,2017,1.0,27,2013,0.219375,12.892583,0.04,8.0,21.4,5.615384615384615
267,Corey Coleman,,,WR90,,,,293.0,,241.0,276.3,00-0032966,WR,2017,0.78125,23,2016,0.7911111111111111,48.636944,0.004,15.0,17.4,2.5217391304347827
268,Travis Benjamin,,,WR91,,,,281.0,,252.0,276.7,00-0029269,WR,2017,0.9120879120879121,27,2012,0.534375,49.90129,0.039,100.0,5.3,6.176470588235294
269,Albert Wilson ,,,WR92,,,,275.0,,247.0,277.3,00-0030669,WR,2017,1.0,25,2014,0.6384615384615385,40.005257,0.045,,0.0,7.571428571428571
270,Ryan Grant ,,,WR93,,,,230.0,,369.0,286.0,00-0031068,WR,2017,1.0,26,2014,0.615,20.117958,0.042,142.0,3.0,5.222222222222222
271,Alex Erickson,,,WR94,,,,,,151.0,151.0,00-0032543,WR,2017,1.0,24,2016,0.2,16.693775,0.011000000000000001,,0.0,3.25
272,Antonio Callaway,,,WR95,,,,271.0,,292.0,280.7,00-0034772,WR,2017,--,20,2018,-1.0,--,0.004,105.0,5.0,--
278,Ryan Switzer,,,WR96,,,,,,160.0,160.0,00-0033562,WR,2017,1.0,22,2017,0.084375,8.992381,0.004,133.0,3.5,3.0
287,DJ Chark Jr.,ATL,8,WR97,,,,319.0,,264.0,290.3,00-0034777,WR,2017,--,20,2018,-1.0,--,0.006,61.0,8.4,--
288,Jakeem Grant Sr.,,,WR98,,,,,,183.0,183.0,00-0032791,WR,2017,1.0,24,2016,0.128125,49.7,0.004,186.0,1.3,11.076923076923077
291,Andre Roberts,,,WR99,,,,,,185.0,185.0,00-0027691,WR,2017,0.8863636363636364,29,2010,0.030625,1.2100002,0.006,88.0,6.1,7.0
293,Kevin White ,,,WR100,,,,277.0,,299.0,293.3,00-0031545,WR,2017,0.15625,25,2015,0.7,,0.028999999999999998,,0.0,1.0
294,Laquon Treadwell,IND,9,WR101,,,,250.0,,322.0,294.7,00-0032951,WR,2017,1.0,22,2016,0.453125,6.83859,0.016,23.0,14.6,2.9
298,Willie Snead,IV,,WR102,,,,,,238.0,273.0,00-0030663,WR,2017,0.9387755102040817,24,2014,0.3690909090909091,1.842857,0.02,,0.0,4.0
302,Trevor Davis,,,WR103,,,,,,208.0,208.0,00-0032423,WR,2017,1.0,24,2016,0.093125,10.801667,0.004,163.0,2.2,6.8
309,Zay Jones,ARI,9,WR104,,,,296.0,,268.0,282.0,00-0033891,WR,2017,1.0,22,2017,0.7913333333333334,25.901098,0.01,37.0,11.6,2.3333333333333335
313,Taylor Gabriel,,,WR105,,,,333.0,,236.0,284.5,00-0031228,WR,2017,1.0,26,2014,-1.0,22.528624,0.037000000000000005,,0.0,6.575757575757576
317,J'Mon Moore,,,WR106,,,,270.0,,310.0,290.0,00-0034268,WR,2017,--,22,2018,-1.0,--,0.004,133.0,3.5,--
318,Brandon Zylstra,,,WR107,,,,,,239.0,239.0,00-0034052,WR,2017,--,24,2018,-1.0,--,0.003,,0.0,--
320,Jake Kumerow,,,WR108,,,,302.0,,291.0,296.5,00-0031787,WR,2017,0.3333333333333333,25,2015,-1.0,--,0.003,,0.0,--
323,Torrey Smith,,,WR109,,,,272.0,,324.0,298.0,00-0027996,WR,2017,0.9829059829059829,28,2011,0.643125,29.431625,0.03,58.0,8.7,3.638888888888889
325,J.J. Nelson,,,WR110,,,,297.0,,303.0,300.0,00-0032112,WR,2017,1.0,25,2015,0.4837499999999999,38.876957,0.004,159.0,2.3,2.0344827586206895
333,Jaron Brown,,,WR111,,,,338.0,,311.0,320.0,00-0030300,WR,2017,0.891566265060241,27,2013,-1.0,21.431704,0.016,,0.0,2.935483870967742
335,Tyler Boyd,,,WR112,,,,307.0,,371.0,329.0,00-0033009,WR,2017,1.0,22,2016,0.4649999999999999,34.07389,0.006999999999999999,55.0,9.1,4.136363636363637
337,Curtis Samuel,BUF,11,WR113,,,,,,276.0,276.0,00-0033282,WR,2017,0.625,21,2017,0.37,9.898393,0.01,40.0,11.1,2.7333333333333334
339,Adam Humphries,,,WR114,,,,,,335.0,313.5,00-0032009,WR,2017,1.0,24,2015,0.62625,22.641293,0.016,,0.0,5.032786885245901
346,Trent Taylor,SF,11,WR115,,,,322.0,,309.0,315.5,00-0033292,WR,2017,1.0,23,2017,0.4740000000000001,17.078094,0.004,177.0,1.6,4.4186046511627906
347,Chester Rogers,,,WR116,,,,,,287.0,287.0,00-0032355,WR,2017,1.0,23,2016,0.6363636363636362,39.310673,0.003,,0.0,4.521739130434782
348,Keke Coutee,,,WR117,,,,,,288.0,288.0,00-0034366,WR,2017,--,20,2018,-1.0,--,0.004,103.0,5.1,--
354,Brice Butler,,,WR118,,,,,,296.0,296.0,00-0030516,WR,2017,1.0,27,2013,0.2976923076923077,28.449924,0.006999999999999999,209.0,0.6,2.3333333333333335
356,Jeremy Maclin ,,,WR119,,,,,,300.0,300.0,00-0026995,WR,2017,1.0,29,2009,0.6483333333333334,28.354546,0.033,19.0,15.8,2.7
369,Kenny Britt,,,WR120,,,,,,314.0,314.0,00-0027006,WR,2017,0.9777777777777777,28,2009,0.4591666666666667,20.73818,0.049,30.0,12.9,4.4
375,Brandon LaFell ,,,WR121,,,,,,321.0,321.0,00-0027681,WR,2017,1.0,30,2010,0.89375,21.264,0.01,78.0,6.9,4.596153846153846
386,Chad Williams,,,WR122,,,,,,332.0,332.0,00-0033933,WR,2017,1.0,22,2017,0.2333333333333333,1.487,0.005,98.0,5.4,2.0
387,Cody Latimer,,,WR123,,,,,,333.0,333.0,00-0031344,WR,2017,1.0,24,2014,0.4918181818181818,28.56011,0.013999999999999999,56.0,9.0,3.3684210526315788
392,Wes Welker,,,WR124,,,,,,340.0,340.0,00-0022427,WR,2017,0.8425925925925926,36,2004,-1.0,--,--,,0.0,--
397,Randy Moss,,,WR125,,,,,,347.0,347.0,00-0011754,WR,2017,1.0,40,1998,-1.0,--,--,21.0,15.2,--
398,Tajae Sharpe,,,WR126,,,,,,348.0,348.0,00-0032778,WR,2017,0.5,22,2016,-1.0,--,0.004,140.0,3.1,--
401,Marques Colston,,,WR127,,,,,,351.0,351.0,00-0024466,WR,2017,1.0,34,2006,-1.0,--,--,252.0,0.0,--
403,Malcolm Mitchell,,,WR128,,,,,,353.0,353.0,00-0032400,WR,2017,0.53125,25,2016,-1.0,--,0.005,112.0,4.6,--
404,Kendall Wright,,,WR129,,,,,,358.0,358.0,00-0029708,WR,2017,1.0,27,2012,0.583125,27.191431,0.006,20.0,15.5,3.0847457627118646
406,Rashard Higgins,,,WR130,,,,,,361.0,361.0,00-0032977,WR,2017,1.0,22,2016,0.664,42.247692,0.004,172.0,1.8,5.2592592592592595
407,Damoun Patterson,,,WR131,,,,,,362.0,362.0,00-0034698,WR,2017,--,22,2018,-1.0,--,0.003,,0.0,--
414,Tommylee Lewis,,,WR132,,,,,,375.0,375.0,00-0032881,WR,2017,1.0,24,2016,0.116,14.656944,0.003,,0.0,5.2
415,Equanimeous St. Brown,SF,11,WR133,,,,,,376.0,376.0,00-0034279,WR,2017,--,20,2018,-1.0,--,0.004,207.0,0.6,--
416,Justin Hardy,,,WR134,,,,,,377.0,377.0,00-0031570,WR,2017,1.0,25,2015,0.364375,8.632111,0.005,107.0,4.8,3.8
418,Justin Watson,HOU,10,WR135,,,,,,379.0,379.0,00-0034386,WR,2017,--,21,2018,-1.0,--,0.004,144.0,3.0,--
427,Shelton Gibson,,,WR136,,,,,,390.0,390.0,00-0033573,WR,2017,1.0,22,2017,0.054,,0.004,166.0,2.0,-1.5
428,Deonte Thompson,,,WR137,,,,,,391.0,391.0,00-0029388,WR,2017,1.0,28,2012,-1.0,39.618572,0.01,,0.0,2.6578947368421053
430,DaeSean Hamilton,,,WR138,,,,,,396.0,396.0,00-0034370,WR,2017,--,22,2018,-1.0,--,--,113.0,4.5,--
432,Javon Wims,,,WR139,,,,,,398.0,398.0,00-0034426,WR,2017,--,22,2018,-1.0,--,0.004,224.0,0.1,--
437,Bennie Fowler,III,,WR140,,,,,,404.0,404.0,00-0030670,WR,2017,1.0,26,2014,-1.0,26.504175,0.006,,0.0,3.689655172413793
438,Seth Roberts,,,WR141,,,,,,405.0,405.0,00-0031166,WR,2017,1.0,26,2014,-1.0,7.608095,0.031,,0.0,2.4186046511627906
439,Bruce Ellington,,,WR142,,,,,,407.0,407.0,00-0031326,WR,2017,0.696969696969697,26,2014,0.7518181818181816,27.969639,0.006999999999999999,106.0,4.9,4.689655172413793
441,Mack Hollins,NE,11,WR143,,,,,,409.0,409.0,00-0033555,WR,2017,1.0,23,2017,0.25375,14.642727,0.005,118.0,4.2,2.6875
442,Brandon Tate,,,WR144,,,,,,410.0,410.0,00-0027057,WR,2017,0.9781021897810219,29,2009,0.1692307692307692,13.867,0.005,83.0,6.5,6.166666666666667
443,Dwayne Harris,,,WR145,,,,,,411.0,411.0,00-0028114,WR,2017,0.8990825688073395,29,2011,0.024,--,0.006,176.0,1.7,--
448,Marquez Valdes-Scantling,SEA,7,WR146,,,,,,417.0,417.0,00-0034272,WR,2017,--,22,2018,-1.0,--,0.004,174.0,1.7,--
449,Braxton Berrios,HOU,10,WR147,,,,,,418.0,418.0,00-0034419,WR,2017,--,21,2018,-1.0,--,0.004,210.0,0.6,--
450,Richie James Jr.,,,WR148,,,,,,419.0,419.0,00-0034419,WR,2017,--,21,2018,-1.0,--,0.004,210.0,0.6,--
452,Braxton Miller,,,WR149,,,,,,421.0,421.0,00-0033069,WR,2017,0.90625,24,2016,0.5763636363636363,14.762334,0.001,85.0,6.3,3.210526315789474
453,Amara Darboh,,,WR150,,,,,,423.0,423.0,00-0033937,WR,2017,1.0,23,2017,0.17625,2.6355357,0.005,106.0,4.9,2.0
454,T.J. Jones,,,WR151,,,,,,424.0,424.0,00-0031189,WR,2017,0.9487179487179487,25,2014,0.4307142857142857,12.613636,0.011000000000000001,189.0,1.2,2.566666666666667
456,Jeremy Kerley,,,WR152,,,,,,426.0,426.0,00-0028091,WR,2017,0.9565217391304348,28,2011,0.55875,20.274761,0.005,153.0,2.6,2.590909090909091
457,Chris Conley,,,WR153,,,,,,427.0,427.0,00-0032128,WR,2017,0.7755102040816326,24,2015,0.8860000000000001,12.815,0.005,76.0,7.0,4.090909090909091
464,Chris Moore,WAS,4,WR154,,,,,,434.0,434.0,00-0032398,WR,2017,1.0,24,2016,0.4223076923076923,19.62989,0.005,107.0,4.8,2.2777777777777777
466,Justin Hunter ,,,WR155,,,,,,436.0,436.0,00-0030521,WR,2017,0.6805555555555556,26,2013,0.1314285714285714,8.423,0.005,34.0,12.1,3.5
467,Demarcus Robinson,SF,11,WR156,,,,,,437.0,437.0,00-0032775,WR,2017,1.0,22,2016,0.578125,9.832889,0.005,126.0,3.8,2.238095238095238
474,Eli Rogers ,,,WR157,,,,,,444.0,444.0,00-0031782,WR,2017,1.0,24,2015,-1.0,9.524546,0.004,,0.0,4.5
477,Chad Hansen,,,WR158,,,,,,447.0,447.0,00-0033840,WR,2017,1.0,22,2017,0.3453333333333333,7.1546664,--,141.0,3.1,2.4444444444444446
478,De'Anthony Thomas,,,WR159,,,,,,448.0,448.0,00-0031060,WR,2017,0.7538461538461538,24,2014,0.196875,22.921944,0.005,124.0,3.9,5.214285714285714
487,Kendrick Bourne,NE,11,WR160,,,,,,457.0,457.0,00-0033307,WR,2017,1.0,22,2017,0.3718181818181818,15.393445,0.003,,0.0,7.125
488,Josh Reynolds,NYJ,11,WR161,,,,,,458.0,458.0,00-0033943,WR,2017,1.0,22,2017,0.2724999999999999,20.242142,0.005,117.0,4.3,3.090909090909091
